Image,AnimalID,Slide,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num points,Length µm
Aco_ear_922587-1_16.tif - Aco_ear_922587-1_16.tif #1,922587-1,16,ad5ae0fa-4682-4c5b-9837-80ac65e7485f,Cartilage Length,Cartilage Length,Image,Polyline,971116.1,362576.1,,21038.4
Aco_ear_922587-1_16.tif - Aco_ear_922587-1_16.tif #1,922587-1,16,d00dc6b8-57fb-4a62-ad1e-4a507958ccc4,Adipocytes,Adipocytes,Image,Points,383875.8,470203,37,
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,afaeb461-34e1-408e-a6ea-1c597d3bf9be,Adipocytes,Adipocytes,Image,Points,414673.3,407342.1,7,
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,e8412cb0-c8d2-432b-b5c6-04962f1e5d43,Regenerated Length,Regenerated Length,Image,Polyline,679079.1,314037.5,,1001385.5
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,46b1e0b0-95a3-434b-bcec-1415a4f68814,Cartilage Length,Cartilage Length,Image,Polyline,239725.1,446270.5,,42126.7
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,bae0d701-213e-4f35-8d1e-e85e4ff2dcbd,Cartilage Length,Cartilage Length,Image,Polyline,397405,394500.2,,229296
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,ff087616-6ca1-4afb-a300-ca829328b587,Cartilage Length,Cartilage Length,Image,Polyline,652762.8,289511.5,,243815.5
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,20ce4058-8b1b-4c29-89a6-cd1d43ec3951,Cartilage Length,Cartilage Length,Image,Polyline,827032.9,212281.9,,29864.9
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,21ac3fd7-4b47-4dfb-ae56-c24ea286ef01,Cartilage Length,Cartilage Length,Image,Polyline,958087,201291.9,,75506.4
Aco_ear_922587-1_19.tif - Aco_ear_922587-1_19.tif #1,922587-1,19,b5b851de-49b2-4f60-b17f-12a060e76ece,Cartilage Length,Cartilage Length,Image,Polyline,1039195.4,272991.1,,49894.9
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,b2367359-3619-41d7-b4ab-8dd3060b8e25,Cartilage Length,Cartilage Length,Image,Polyline,409206.3,488457.8,,189588.7
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,d65c4f34-a869-4032-b5e1-81b1c59b1854,Regenerated Length,Regenerated Length,Image,Polyline,518814.2,425974.7,,451707.1
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,951ae609-a04d-440e-b583-63e21633a6c4,Cartilage Length,Cartilage Length,Image,Polyline,586833,379158,,35178.1
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,0b838d23-4f17-4f44-9c18-c82243e51028,Cartilage Length,Cartilage Length,Image,Polyline,635174.9,333660.7,,66858
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,f9d442ce-1818-4419-a0cb-bba03f7e5edf,Adipocytes,Adipocytes,Image,Points,499493.7,433202.5,13,
Ctrl 1 (B31-1-3),Ctrl 1,1,f13bccff-73d2-4e57-896b-5a105fe12fab,Adipocytes,Adipocytes,Image,Points,263989.3,899067.9,291,
Ctrl 1 (B31-1-3),Ctrl 1,1,c336c9d4-660b-48da-ae62-8eb2334c8b07,Regenerated Length,Regenerated Length,Image,Polyline,312913.2,930659.1,,638676.5
Ctrl 1 (B31-1-3),Ctrl 1,1,d21db33d-88b6-47d1-a891-8f539a1fd4fe,Cartilage Length,Cartilage Length,Image,Polyline,320667.2,929046.2,,632633.8
Ctrl (B31-1-9),Ctrl 2,1,9a203e16-86b9-4c17-8405-dbf3042f2b51,Adipocytes,Adipocytes,Image,Points,300856.2,604287.6,317,
Ctrl (B31-1-9),Ctrl 2,1,d8b1caa8-4e41-422c-b8b8-676ef4053730,Regenerated Length,Regenerated Length,Image,Polyline,280705.6,631700,,402669.5
Ctrl (B31-1-9),Ctrl 2,1,9dcd47f0-b673-4187-b8b4-f40c0112cab9,Cartilage Length,Cartilage Length,Image,Polyline,273900.9,632029.1,,398272.5
Aco_ear_90-8-2_85dpi_1.tif - Aco_ear_90-8-2_85dpi_1.tif #1,90-8-2,1,14cfd674-1758-42dd-9d1a-5016ce25c61c,Adipocytes,Adipocytes,Image,Points,403516.7,599200.7,261,
Aco_ear_90-8-2_85dpi_1.tif - Aco_ear_90-8-2_85dpi_1.tif #1,90-8-2,1,70087f08-7da6-4b3c-913a-65c5f4198702,Regenerated Length,Regenerated Length,Image,Polyline,275967.6,617078.3,,822940
Aco_ear_90-8-2_85dpi_1.tif - Aco_ear_90-8-2_85dpi_1.tif #1,90-8-2,1,dcb22310-6cda-4df9-8e88-0cc3f16d61d3,Cartilage Length,Cartilage Length,Image,Polyline,290687.8,626278.7,,850261.6
Aco_ear_90-8-2_85dpi_4.tif - Aco_ear_90-8-2_85dpi_4.tif #1,90-8-2,4,131696d6-ee0b-4db4-a549-62af13380b77,Adipocytes,Adipocytes,Image,Points,455188.1,612010.1,131,
Aco_ear_90-8-2_85dpi_4.tif - Aco_ear_90-8-2_85dpi_4.tif #1,90-8-2,4,e9428614-aa42-42b2-b942-afc0d28af557,Regenerated Length,Regenerated Length,Image,Polyline,370056.7,567402.2,,335093.5
Aco_ear_90-8-2_85dpi_4.tif - Aco_ear_90-8-2_85dpi_4.tif #1,90-8-2,4,9ee09f33-bf7d-458c-8c24-01210907464d,Cartilage Length,Cartilage Length,Image,Polyline,431521.3,494875.2,,156904.7
Aco_ear_90-8-2_85dpi_4.tif - Aco_ear_90-8-2_85dpi_4.tif #1,90-8-2,4,040977dd-12d3-4592-adb9-159906cb8d4b,Cartilage Length,Cartilage Length,Image,Polyline,354363.8,641881.4,,186673.4
90-8-2_7,90-8-2,7,f106bd23-2265-47c7-9e60-71c30c6d6384,Adipocytes,Adipocytes,Image,Points,472145.7,307870.3,257,
90-8-2_7,90-8-2,7,486d3065-d7d1-48ea-85be-b686f8a2b486,Cartilage Length,Cartilage Length,Image,Polyline,404334.4,320429.8,,596604.5
90-8-2_7,90-8-2,7,3b3de2a4-bdd1-4656-8e47-72d2ce8268fe,Cartilage Length,Cartilage Length,Image,Polyline,280053.1,630764.9,,24741.6
90-8-2_7,90-8-2,7,ec8c4e01-a571-4133-893a-02a8de0bcec2,Regenerated Length,Regenerated Length,Image,Polyline,376266.6,357543.7,,656428.2
Aco_ear_90-8-2_85dpi_10.tif - Aco_ear_90-8-2_85dpi_10.tif #1,90-8-2,10,7a14a062-f693-40d0-b568-7ce5a7f26010,Adipocytes,Adipocytes,Image,Points,540346.8,481675.4,220,
Aco_ear_90-8-2_85dpi_10.tif - Aco_ear_90-8-2_85dpi_10.tif #1,90-8-2,10,af55976d-4b82-470e-8958-32ef7e412975,Regenerated Length,Regenerated Length,Image,Polyline,445661.4,492490.5,,782509.6
Aco_ear_90-8-2_85dpi_10.tif - Aco_ear_90-8-2_85dpi_10.tif #1,90-8-2,10,5f438166-f3e3-4a96-99e6-dee3af0f53be,Cartilage Length,Cartilage Length,Image,Polyline,464329.3,487275,,774204.4
Aco_ear_90-8-2_85dpi_10.tif - Aco_ear_90-8-2_85dpi_10.tif #1,90-8-2,10,00500a85-870c-4dad-ac4e-abbc8e17a0db,Cartilage Length,Cartilage Length,Image,Polyline,306404,720230.9,,10900.2
Aco_ear_90-8-2_85dpi_13.tif - Aco_ear_90-8-2_85dpi_13.tif #1,90-8-2,13,ac6fb7c3-e588-4b52-aeca-30236adddb4d,Regenerated Length,Regenerated Length,Image,Polyline,515494.5,441070.7,,699631.7
Aco_ear_90-8-2_85dpi_13.tif - Aco_ear_90-8-2_85dpi_13.tif #1,90-8-2,13,ef41e096-9597-42a5-b02d-3ea31c085ea7,Cartilage Length,Cartilage Length,Image,Polyline,531791.6,438353.4,,692278.8
Aco_ear_90-8-2_85dpi_13.tif - Aco_ear_90-8-2_85dpi_13.tif #1,90-8-2,13,410de934-7c36-4b55-8740-0e36aa0bc2fa,Adipocytes,Adipocytes,Image,Points,581520,434326.6,289,
Aco_ear_90-8-2_85dpi_16.tif - poss ctrl,Ctrl 4,1,c18a52d1-388a-48b4-8400-82a4d7d06cb0,Regenerated Length,Regenerated Length,Image,Polyline,450907,389942.4,,732524.3
Aco_ear_90-8-2_85dpi_16.tif - poss ctrl,Ctrl 4,1,c7fb702e-6ba8-4653-866c-9f74b085d889,Cartilage Length,Cartilage Length,Image,Polyline,460838.8,387905.2,,738231.6
Aco_ear_90-8-2_85dpi_16.tif - poss ctrl,Ctrl 4,1,475f9f37-6181-49e7-b3a1-802411fe9f34,Adipocytes,Adipocytes,Image,Points,514625.4,251836.2,313,
Ctrl 3 (B31-2-3),Ctrl 3,1,438edb7c-5406-40c3-879d-0009cc0892b6,Adipocytes,Adipocytes,Image,Points,77868.9,786132.6,383,
Ctrl 3 (B31-2-3),Ctrl 3,1,b0db59d5-fe78-4b6a-a671-238cdc5f84ed,Regenerated Length,Regenerated Length,Image,Polyline,115857.8,854214.8,,346392.7
Ctrl 3 (B31-2-3),Ctrl 3,1,20b187e0-4afc-493f-9ac3-4ddbc96d7aef,Cartilage Length,Cartilage Length,Image,Polyline,121483.5,855214.3,,343735.5
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,5875a64b-3003-465e-85fc-44ce19bcbd9a,Regenerated Length,Regenerated Length,Image,Polyline,695710.2,401049.3,,907502.7
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,bb76c3df-cdde-43b9-abf2-2f69670a30e0,Cartilage Length,Cartilage Length,Image,Polyline,391637.9,376215.9,,27509.2
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,de36619f-96aa-4c58-957c-37aeab9afd1e,Cartilage Length,Cartilage Length,Image,Polyline,679567.1,402376,,333594.8
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,2e7374c7-d958-4fe2-8d27-91727cf19fbc,Cartilage Length,Cartilage Length,Image,Polyline,1104465,370573.7,,52486.9
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,07b5c455-e4c5-42fe-9194-9dee8c827882,Cartilage Length,Cartilage Length,Image,Polyline,931636.2,419162.7,,76534.4
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,11c6336a-aaea-4ec1-822f-89bf66180fd9,Cartilage Length,Cartilage Length,Image,Polyline,286942.3,349726.2,,46972
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,cd9cdd6e-db78-4f10-b33e-42ee994591e6,Adipocytes,Adipocytes,Image,Points,729047.4,395066.9,303,
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,f8e565b1-7c11-4906-a7dd-93cf8356386b,Regenerated Length,Regenerated Length,Image,Polyline,682662.5,490118.3,,981285.9
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,bba643d9-decc-4f9a-9f5a-f94123ea18b6,Cartilage Length,Cartilage Length,Image,Polyline,539327.6,578705.7,,322853.8
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,74e44b64-eff4-4058-b561-6cffe2dfc377,Cartilage Length,Cartilage Length,Image,Polyline,721944.4,555106.1,,31592.3
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,3355fded-2105-4e81-a461-52647fd71fa5,Cartilage Length,Cartilage Length,Image,Polyline,797245.8,488514.8,,35200.9
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,2c6ae475-97e1-4a8f-932f-2a8975efd823,Cartilage Length,Cartilage Length,Image,Polyline,857850.8,437595.5,,32177.5
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,ecad2016-0235-4f33-a4f8-37ceff7be2a0,Cartilage Length,Cartilage Length,Image,Polyline,894103.1,418500.7,,20723.7
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,b283edf3-88b2-4c82-adb2-59b48813fd79,Cartilage Length,Cartilage Length,Image,Polyline,963563.7,368965.2,,13329.3
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,e8f65b16-6e56-436d-854f-5eaa9be4914d,Cartilage Length,Cartilage Length,Image,Polyline,1063099.7,288838.1,,76583.1
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,e7a41f97-aac6-495a-b393-cd3fe97c0861,Adipocytes,Adipocytes,Image,Points,628106.8,456714.8,180,
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,70b4416e-8737-454e-a229-12e30a0481aa,Regenerated Length,Regenerated Length,Image,Polyline,859233.7,300476.4,,1112626.1
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,25279319-3675-4566-a950-a0e8adcbf8c0,Cartilage Length,Cartilage Length,Image,Polyline,348679.8,369227.8,,71623.4
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,1583b372-04d2-482c-8e12-efff357a31d2,Cartilage Length,Cartilage Length,Image,Polyline,520149.5,357446.4,,217184.8
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,436a9564-020d-4015-88d9-7b245b887d2b,Cartilage Length,Cartilage Length,Image,Polyline,702532.4,337322.9,,118334.2
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,dc5ac5a1-7536-4911-9a1b-76ad444a0c3e,Cartilage Length,Cartilage Length,Image,Polyline,884872.5,296927.6,,183581.8
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,8f1b022e-b0c6-4cb6-b285-cbbf7b643f70,Cartilage Length,Cartilage Length,Image,Polyline,1129184.4,249118.3,,280794.9
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,f2c95e92-c32a-415d-b390-071c1efbbc47,Cartilage Length,Cartilage Length,Image,Polyline,1355074.8,236871.9,,87857.4
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,cefa2147-4222-437c-a513-9bac17bc7b25,Adipocytes,Adipocytes,Image,Points,896668.2,273191,117,
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,6deb8c93-c3e0-4a26-b367-3191e3c84f1e,Regenerated Length,Regenerated Length,Image,Polyline,877566.7,239510.7,,1082401.5
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,,97ebc1ce-04d3-46e6-af86-4f2a8f680ab6,Cartilage Length,Cartilage Length,Image,Polyline,455912.1,347059.2,,208706.6
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,119edf08-73ad-4608-8844-8858dc46fb6d,Cartilage Length,Cartilage Length,Image,Polyline,609557.8,317405.4,,23408.2
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,2795e360-5632-481e-bd6d-9847c493b174,Cartilage Length,Cartilage Length,Image,Polyline,681402.3,292731.6,,93894.8
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,9b6d2cef-298b-4688-a716-672508913a56,Cartilage Length,Cartilage Length,Image,Polyline,904823.5,193068.6,,156400.2
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,72a996e6-f358-4ca8-8d92-22dc294e09cd,Cartilage Length,Cartilage Length,Image,Polyline,1010240.3,161662.4,,27364.7
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,f698c1c1-c79b-4c3c-a1c8-fb1e052d9ff1,Cartilage Length,Cartilage Length,Image,Polyline,1126414.5,146082.8,,182135.4
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,b3f7a7f5-679b-4c5b-8d9c-e2be2f23fa3e,Cartilage Length,Cartilage Length,Image,Polyline,1276165.1,136705.8,,42500.2
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,6ed661b4-77f7-4196-af07-77daa5c5ec0c,Cartilage Length,Cartilage Length,Image,Polyline,1349702.8,180247.9,,67934.1
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,e09155a4-4f20-4d28-a56a-2a031e3a6232,Adipocytes,Adipocytes,Image,Points,947307.3,271753.8,110,
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,1690b3cd-882c-44d3-9948-e51e2d81263a,Regenerated Length,Regenerated Length,Image,Polyline,828559.9,258470.7,,1017580.3
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,ead14d6c-a19e-4ef2-8047-d4986e2dd897,Cartilage Length,Cartilage Length,Image,Polyline,357555.8,277478.5,,60203.2
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,6130d626-d3f5-41b9-998d-d9c7a15373f6,Cartilage Length,Cartilage Length,Image,Polyline,509817.1,293679.5,,171939.3
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,257994e9-ef4f-49bd-913a-648939d52e73,Cartilage Length,Cartilage Length,Image,Polyline,638112.7,309573.4,,15571
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,a492b8e6-48af-4a13-932a-9b2f6e832ebd,Cartilage Length,Cartilage Length,Image,Polyline,1146700.4,208104.2,,103471.1
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,1f0eb8d3-de8b-4f1d-b328-78c083d044d4,Adipocytes,Adipocytes,Image,Points,871243.1,319177.2,79,
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,82ee954d-10ef-4380-8d1a-1e4b63e1cd9f,Regenerated Length,Regenerated Length,Image,Polyline,290294.6,596554.4,,349649.2
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,2fa84a9c-3e9e-4fba-bb2b-b158f95102dd,Regenerated Length,Regenerated Length,Image,Polyline,576762.3,380564,,347235.6
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,06ec00f5-ec49-431a-b676-93553109e3bf,Cartilage Length,Cartilage Length,Image,Polyline,185144.4,635472.5,,99446.2
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,6b77ebfb-d88c-473c-9943-8a04a650b536,Cartilage Length,Cartilage Length,Image,Polyline,612285.8,360649.9,,37863.2
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,1c2a31dc-4861-4fd9-8696-a6bd7dd8f642,Cartilage Length,Cartilage Length,Image,Polyline,682300,344907,,62096
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,b0751d4b-0e15-4e53-b00a-14b1208d23ad,Adipocytes,Adipocytes,Image,Points,601625.4,383940.2,73,
Aco_ear_922587-2_19.tif - Aco_ear_922587-2_19.tif #1,922587-2,19,13b614a5-6782-412a-8f6b-19609007e047,Regenerated Length,Regenerated Length,Image,Polyline,575818.7,424855.9,,149381.9
