Image,AnimalID,Slide,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num points,Length µm
1001363-1_13.jpg,1001363-1,13,99fd43e5-6b83-42e3-80aa-daa27833802c,Cartilage Length,Cartilage Length,Image,Polyline,373.63,610.07,,37.3
957162-1_16.jpg,957162-1,16,fc3c71ec-9993-46f1-99a0-ce084036472c,Cartilage Length,Cartilage Length,Image,Polyline,756.66,465.41,,37.47
1001363-2_40.jpg,1001363-2,40,f83a89d7-cfac-449b-b288-c888f71b3897,Cartilage Length,Cartilage Length,Image,Polyline,681.85,425.1,,37.54
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,d65c4f34-a869-4032-b5e1-81b1c59b1854,Regenerated Length,Regenerated Length,Image,Polyline,518814.2,425974.7,,451707.1
957162-1_13.jpg,957162-1,13,d00fc4a5-d252-4939-bd1a-b873508df50c,Cartilage Length,Cartilage Length,Image,Line,693.88,1319.7,,37.94
1001363-2_10.jpg,1001363-2,10,4bb43f2e-b204-4afb-8b44-4b6d9173aa35,Cartilage Length,Cartilage Length,Image,Polyline,485.21,1548.5,,37.96
Aco_ear_922587-1_22.tif - Aco_ear_922587-1_22.tif #1,922587-1,22,f9d442ce-1818-4419-a0cb-bba03f7e5edf,Adipocytes,Adipocytes,Image,Points,499493.7,433202.5,13,
Ctrl 1 (B31-1-3),Ctrl 1,1,f13bccff-73d2-4e57-896b-5a105fe12fab,Adipocytes,Adipocytes,Image,Points,263989.3,899067.9,291,
Ctrl 1 (B31-1-3),Ctrl 1,1,c336c9d4-660b-48da-ae62-8eb2334c8b07,Regenerated Length,Regenerated Length,Image,Polyline,312913.2,930659.1,,638676.5
957162-1_22.jpg,957162-1,22,965b36df-3dc0-4896-8052-c93fc3686362,Cartilage Length,Cartilage Length,Image,Polyline,598.74,1445.7,,39.2
Ctrl (B31-1-9),Ctrl 2,1,9a203e16-86b9-4c17-8405-dbf3042f2b51,Adipocytes,Adipocytes,Image,Points,300856.2,604287.6,317,
Ctrl (B31-1-9),Ctrl 2,1,d8b1caa8-4e41-422c-b8b8-676ef4053730,Regenerated Length,Regenerated Length,Image,Polyline,280705.6,631700,,402669.5
1001363-2_28.jpg,1001363-2,28,39079194-4bc6-4b4b-812a-c8178fe0aca4,Cartilage Length,Cartilage Length,Image,Polyline,674.6,821.08,,39.2
Aco_ear_90-8-2_85dpi_1.tif - Aco_ear_90-8-2_85dpi_1.tif #1,90-8-2,1,14cfd674-1758-42dd-9d1a-5016ce25c61c,Adipocytes,Adipocytes,Image,Points,403516.7,599200.7,261,
Aco_ear_90-8-2_85dpi_1.tif - Aco_ear_90-8-2_85dpi_1.tif #1,90-8-2,1,70087f08-7da6-4b3c-913a-65c5f4198702,Regenerated Length,Regenerated Length,Image,Polyline,275967.6,617078.3,,822940
1001363-2_16.jpg,1001363-2,16,a2070a27-626f-4367-9817-4381333159ed,Cartilage Length,Cartilage Length,Image,Polyline,621.61,1287.2,,40.05
Aco_ear_90-8-2_85dpi_4.tif - Aco_ear_90-8-2_85dpi_4.tif #1,90-8-2,4,131696d6-ee0b-4db4-a549-62af13380b77,Adipocytes,Adipocytes,Image,Points,455188.1,612010.1,131,
Aco_ear_90-8-2_85dpi_4.tif - Aco_ear_90-8-2_85dpi_4.tif #1,90-8-2,4,e9428614-aa42-42b2-b942-afc0d28af557,Regenerated Length,Regenerated Length,Image,Polyline,370056.7,567402.2,,335093.5
1001363-1_35.jpg,1001363-1,35,3794c283-db9f-44e9-8407-784f2f05d702,Cartilage Length,Cartilage Length,Image,Polyline,701.52,985.91,,40.91
1001363-2_19.jpg,1001363-2,19,fe622a22-9031-41ce-a717-8ed764994505,Cartilage Length,Cartilage Length,Image,Line,686.05,679.98,,40.93
90-8-2_7,90-8-2,7,f106bd23-2265-47c7-9e60-71c30c6d6384,Adipocytes,Adipocytes,Image,Points,472145.7,307870.3,257,
1001363-1_48.jpg,1001363-1,48,873f0660-83c4-4e4b-85cf-78a945e1abef,Cartilage Length,Cartilage Length,Image,Polyline,1034.1,846.18,,41.33
1001363-1_48.jpg,1001363-1,48,1c9eb03f-9bb9-4dfa-9b86-517a112278b8,Cartilage Length,Cartilage Length,Image,Polyline,1084.1,834.44,,41.38
90-8-2_7,90-8-2,7,ec8c4e01-a571-4133-893a-02a8de0bcec2,Regenerated Length,Regenerated Length,Image,Polyline,376266.6,357543.7,,656428.2
Aco_ear_90-8-2_85dpi_10.tif - Aco_ear_90-8-2_85dpi_10.tif #1,90-8-2,10,7a14a062-f693-40d0-b568-7ce5a7f26010,Adipocytes,Adipocytes,Image,Points,540346.8,481675.4,220,
Aco_ear_90-8-2_85dpi_10.tif - Aco_ear_90-8-2_85dpi_10.tif #1,90-8-2,10,af55976d-4b82-470e-8958-32ef7e412975,Regenerated Length,Regenerated Length,Image,Polyline,445661.4,492490.5,,782509.6
957162-1_16.jpg,957162-1,16,ab1a72e9-fdd2-4c00-a553-9662f8673f15,Cartilage Length,Cartilage Length,Image,Line,774.56,537.41,,41.58
957162-1_31.jpg,957162-1,31,bf32122c-7d09-43cb-9249-3ffd6278e844,Cartilage Length,Cartilage Length,Image,Line,843.02,536.58,,42.04
Aco_ear_90-8-2_85dpi_13.tif - Aco_ear_90-8-2_85dpi_13.tif #1,90-8-2,13,ac6fb7c3-e588-4b52-aeca-30236adddb4d,Regenerated Length,Regenerated Length,Image,Polyline,515494.5,441070.7,,699631.7
1001363-1_54.jpg,1001363-1,54,7969bd72-eaef-4694-82e4-aaeb458026ef,Cartilage Length,Cartilage Length,Image,Polyline,700.87,282.72,,42.65
Aco_ear_90-8-2_85dpi_13.tif - Aco_ear_90-8-2_85dpi_13.tif #1,90-8-2,13,410de934-7c36-4b55-8740-0e36aa0bc2fa,Adipocytes,Adipocytes,Image,Points,581520,434326.6,289,
Aco_ear_90-8-2_85dpi_16.tif - poss ctrl,Ctrl 4,1,c18a52d1-388a-48b4-8400-82a4d7d06cb0,Regenerated Length,Regenerated Length,Image,Polyline,450907,389942.4,,732524.3
1001363-2_10.jpg,1001363-2,10,eb96c825-5e29-4bb2-9066-77ba2debd01a,Cartilage Length,Cartilage Length,Image,Line,658.3,1311.7,,42.8
Aco_ear_90-8-2_85dpi_16.tif - poss ctrl,Ctrl 4,1,475f9f37-6181-49e7-b3a1-802411fe9f34,Adipocytes,Adipocytes,Image,Points,514625.4,251836.2,313,
Ctrl 3 (B31-2-3),Ctrl 3,1,438edb7c-5406-40c3-879d-0009cc0892b6,Adipocytes,Adipocytes,Image,Points,77868.9,786132.6,383,
Ctrl 3 (B31-2-3),Ctrl 3,1,b0db59d5-fe78-4b6a-a671-238cdc5f84ed,Regenerated Length,Regenerated Length,Image,Polyline,115857.8,854214.8,,346392.7
957162-1_19.jpg,957162-1,19,ae6e6f55-371e-46eb-958a-cb33cd4165b6,Cartilage Length,Cartilage Length,Image,Polyline,235.45,1119.3,,42.94
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,17fe598f-547d-43ef-8b26-b1ec8c759aed,Adipocytes,Adipocytes,Image,Points,422831.2,348603,26,
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,38395476-c72e-49ed-8796-3a24d083840e,Regenerated Length,Regenerated Length,Image,Polyline,402374.3,369467.2,,215656.3
957162-1_10.png,957162-1,10,3ad47b13-e7eb-4441-b87d-e18e908620bf,Cartilage Length,Cartilage Length,Image,Polyline,668.28,324.69,,43.47
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,5e457b35-58c0-45b6-aabb-e575fb43a1cf,Adipocytes,Adipocytes,Image,Points,543037.6,339726.6,54,
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,6aedd739-0842-43cd-8dbc-d45c9a762c5b,Regenerated Length,Regenerated Length,Image,Polyline,513315.9,373654.9,,498624.6
1001363-2_13.jpg,1001363-2,13,6bcfb443-975a-49ed-92b8-8f5074c5dc22,Cartilage Length,Cartilage Length,Image,Line,811.9,1073.8,,43.59
1001363-2_19.jpg,1001363-2,19,c7c95697-8eb8-41d6-9641-ad94e7918eec,Cartilage Length,Cartilage Length,Image,Polyline,753.14,1014.8,,43.81
1001363-1_63.jpg,1001363-1,63,4036b278-2e22-4d27-90fb-91bf549ec5b9,Cartilage Length,Cartilage Length,Image,Polyline,933.03,514.65,,44.68
957162-1_10.png,957162-1,10,6e316b15-7b35-4821-b3b9-7d328e360f35,Cartilage Length,Cartilage Length,Image,Polyline,653.69,252.13,,44.96
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,85d3bccd-c84e-4077-9672-dfa258685e4f,Adipocytes,Adipocytes,Image,Points,472930.8,682090.1,40,
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,85e02872-9cb5-4797-a4ed-0d641635625c,Regenerated Length,Regenerated Length,Image,Polyline,464118.8,714866,,609517.3
1001363-2_22.jpg,1001363-2,22,c5a2ba8f-b52a-46ee-9b82-f786468172c4,Cartilage Length,Cartilage Length,Image,Polyline,557.55,1389.6,,45.03
957162-1_7.jpg,957162-1,7,96c249e0-7cd5-4fc7-a975-d43528e157e3,Cartilage Length,Cartilage Length,Image,Polyline,626.44,223.93,,45.05
1001363-1_54.jpg,1001363-1,54,41cab3cf-628d-48fb-93ef-2c72df860996,Cartilage Length,Cartilage Length,Image,Polyline,465.17,1150.7,,45.12
927693-1_13.jpg,927693-1,13,620c0611-58e4-4be9-83ca-1f40094b43e6,Cartilage Length,Cartilage Length,Image,Line,321.89,598.63,,45.35
1001363-1_16.jpg,1001363-1,16,0779844c-b394-46be-b995-473083fb74f5,Cartilage Length,Cartilage Length,Image,Polyline,703.66,745.92,,46.09
1001363-1_54.jpg,1001363-1,54,2c4e48e4-aa56-462e-854e-7d4501137467,Cartilage Length,Cartilage Length,Image,Polyline,379.17,1208.2,,46.35
957162-1_7.jpg,957162-1,7,2c577ebb-2bea-4726-a854-17f1f203d188,Cartilage Length,Cartilage Length,Image,Polyline,657.94,455.37,,46.75
941702-3_4.jpg,941702-3,4,b5dc0389-e41e-4422-aef9-cf6dbf5a5cda,Cartilage Length,Cartilage Length,Image,Polyline,249.1,167.92,,47.15
957162-1_19.jpg,957162-1,19,2c9c1021-ebf4-4704-bbe9-de5bc52b8747,Cartilage Length,Cartilage Length,Image,Polyline,822.05,1077.2,,47.6
1001363-2_40.jpg,1001363-2,40,91cda32d-056b-42e7-b4ce-a4721a4de681,Cartilage Length,Cartilage Length,Image,Polyline,493.28,252.69,,47.79
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,c140a2a6-5175-43d2-989e-a26a29614658,Adipocytes,Adipocytes,Image,Points,470960.1,796605.1,58,
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,189bc771-9515-47c5-b355-f49311c2fb7c,Regenerated Length,Regenerated Length,Image,Polyline,413191.7,750079.5,,811731.2
1001363-2_4.jpg,1001363-2,4,bcedc801-9a38-454b-bf42-77b478eb0d75,Cartilage Length,Cartilage Length,Image,Line,902.45,642.68,,49.42
941702-3_10.jpg,941702-3,10,2646eb20-cbb5-4ed7-8862-fae615e4da7a,Cartilage Length,Cartilage Length,Image,Polyline,750.63,557.2,,49.62
1001363-1_45.jpg,1001363-1,45,64cfc0af-a4da-451b-9f82-eaf048307de1,Cartilage Length,Cartilage Length,Image,Polyline,1107.9,91.55,,50.42
1001363-2_7.jpg,1001363-2,7,f8c2ae2d-d386-463b-9273-72e21edf7c16,Cartilage Length,Cartilage Length,Image,Line,555.54,581.85,,50.96
927693-1_19.jpg,927693-1,19,49925a80-1593-485a-9463-a890ba1fc127,Cartilage Length,Cartilage Length,Image,Polyline,477.17,563,,51.15
957162-1_19.jpg,957162-1,19,b9b725d2-b360-4643-b166-17cfe273be19,Cartilage Length,Cartilage Length,Image,Line,705.53,1521,,51.17
927693-1_22.jpg,927693-1,22,35f61b8d-d1ee-4b66-bb8d-72d9c74f80d4,Cartilage Length,Cartilage Length,Image,Line,711.61,621.96,,51.63
957162-1_10.png,957162-1,10,9df515ee-5134-4bfc-b5fe-ccb80e507478,Cartilage Length,Cartilage Length,Image,Polyline,701.87,410.33,,52.64
941702-3_10.jpg,941702-3,10,aebe3fb7-3b3f-4fef-9104-d34345ffd373,Cartilage Length,Cartilage Length,Image,Polyline,473.89,463.59,,52.66
957162-1_7.jpg,957162-1,7,6465acd7-c0df-4aa1-9a76-bd9da033a836,Cartilage Length,Cartilage Length,Image,Polyline,637.66,313.84,,53.76
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,48af8d97-41d9-4959-815b-3011ea2a07a7,Adipocytes,Adipocytes,Image,Points,587332.1,414400.8,35,
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,7ff39bd1-50bc-44f3-9122-31bcdb1680df,Regenerated Length,Regenerated Length,Image,Polyline,519828.9,404054.2,,793464.4
1001363-2_7.jpg,1001363-2,7,71e512db-22bf-4c7b-84e6-381247369b4c,Cartilage Length,Cartilage Length,Image,Line,681.74,674.26,,54.03
1001363-1_63.jpg,1001363-1,63,c66ae91f-38ee-43ec-88fe-1b1a1d017716,Cartilage Length,Cartilage Length,Image,Polyline,613.24,810.98,,54.23
957162-1_19.jpg,957162-1,19,b17a8280-cff8-4ba5-a3f3-9a68f96336b2,Cartilage Length,Cartilage Length,Image,Polyline,321.81,1238.2,,54.99
957162-1_13.jpg,957162-1,13,c2ce022c-c652-4cf9-b522-361f600803de,Cartilage Length,Cartilage Length,Image,Polyline,700.98,541.92,,55.01
941702-3_4.jpg,941702-3,4,7111c992-00e9-40c1-b1b6-2aa099304a3d,Cartilage Length,Cartilage Length,Image,Polyline,1159.8,574.28,,55.98
1001363-2_22.jpg,1001363-2,22,a4dd1fe1-0d47-4bf1-b3f9-b1d598d75275,Cartilage Length,Cartilage Length,Image,Polyline,832.73,992.54,,56.87
1001363-1_35.jpg,1001363-1,35,ef25918c-060e-4bb3-9815-ed461029bf60,Cartilage Length,Cartilage Length,Image,Polyline,703.45,925.79,,57.15
1001363-2_16.jpg,1001363-2,16,d3368e08-a75e-40c0-bba6-5b20d7b1a719,Cartilage Length,Cartilage Length,Image,Line,629.42,929.36,,57.79
1001363-2_37.jpg,1001363-2,37,f1d26d11-f99b-43cc-8fe5-0df919b64c2b,Cartilage Length,Cartilage Length,Image,Line,554.01,260.07,,58.11
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,350f341a-4e63-4705-9f2f-15a36c2c25ee,Adipocytes,Adipocytes,Image,Points,457556,558791.9,34,
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,2b7cc87d-1633-46ad-970f-bdbf4de0a170,Regenerated Length,Regenerated Length,Image,Polyline,372492.5,563454.4,,880134.3
927693-1_13.jpg,927693-1,13,7c8ae888-5c0c-49e5-8111-708448001b20,Cartilage Length,Cartilage Length,Image,Line,880.66,739.38,,59.21
1001363-2_7.jpg,1001363-2,7,191037b9-d39c-4ebc-9756-eae83de24837,Cartilage Length,Cartilage Length,Image,Line,445.96,494.19,,60.58
1001363-1_35.jpg,1001363-1,35,8dda7007-7e0d-4b6b-a538-c9812a0067c5,Cartilage Length,Cartilage Length,Image,Polyline,488.39,1401.4,,61.26
957162-1_7.jpg,957162-1,7,7566d078-9c9d-4576-a044-27b045a3c686,Cartilage Length,Cartilage Length,Image,Polyline,705.04,737.43,,61.43
927693-1_22.jpg,927693-1,22,4c649b33-d580-4331-86b5-40d4e6408fef,Cartilage Length,Cartilage Length,Image,Line,631.65,618.48,,62.12
941702-3_4.jpg,941702-3,4,7b79feda-0bc7-40b8-83eb-a361b1a66e01,Cartilage Length,Cartilage Length,Image,Polyline,459.03,223.49,,63.24
941702-3_10.jpg,941702-3,10,6dc6119f-4431-404e-8f09-1dc25108c01c,Cartilage Length,Cartilage Length,Image,Polyline,906.23,589.06,,64.77
1001363-2_31.jpg,1001363-2,31,3e7d471b-9917-4462-a7d5-fdffc276f51b,Cartilage Length,Cartilage Length,Image,Polyline,779.76,1124.1,,65.16
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,832522f3-dfea-4760-91c6-9e4aaee5ca90,Adipocytes,Adipocytes,Image,Points,416134.7,650404.1,91,
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,d6969b26-691b-4ea6-99a4-5f51f3f29910,Regenerated Length,Regenerated Length,Image,Polyline,372777.4,702044.1,,910140.4
957162-1_10.png,957162-1,10,f11b657a-5cc4-42c9-bb90-571469a8ddae,Cartilage Length,Cartilage Length,Image,Polyline,943.52,1467.4,,65.86
1001363-2_4.jpg,1001363-2,4,3ad84bed-1f15-4bee-b517-c0ad7b882bf8,Cartilage Length,Cartilage Length,Image,Line,654.17,1272.2,,65.93
1001363-1_57.jpg,1001363-1,57,a4aa9a4b-4dff-4b51-8546-e75c6b44aa21,Cartilage Length,Cartilage Length,Image,Polyline,177.8,305.53,,66.27
941702-3_7.jpg,941702-3,7,323b0a90-4ecf-463e-b340-a3be3450ba04,Cartilage Length,Cartilage Length,Image,Polyline,599.33,462.2,,66.85
1001363-2_13.jpg,1001363-2,13,a215888b-458b-434e-b23f-718c69cd1fc7,Cartilage Length,Cartilage Length,Image,Line,785.28,771.67,,66.86
941702-3_7.jpg,941702-3,7,03c2bdea-8e9b-4961-816e-cf160bae0240,Cartilage Length,Cartilage Length,Image,Polyline,400.3,775.85,,66.88
1001363-2_19.jpg,1001363-2,19,f5c6dd6e-e26a-4ae6-8172-399c8ee1da3d,Cartilage Length,Cartilage Length,Image,Polyline,582.8,1233.7,,66.99
1001363-2_10.jpg,1001363-2,10,7c3cfaec-5f02-41cf-915c-7a8c40a49444,Cartilage Length,Cartilage Length,Image,Line,679.29,1163.6,,67.07
1001363-2_22.jpg,1001363-2,22,edf3e2cd-3415-4cfa-9670-db67d78b0d7c,Cartilage Length,Cartilage Length,Image,Polyline,666.77,587.64,,67.36
957162-1_28.jpg,957162-1,28,3a408fa4-8ea9-4ebf-87e5-4fbb965e0609,Cartilage Length,Cartilage Length,Image,Polyline,1009.7,447.63,,69.38
927693-1_22.jpg,927693-1,22,18de0020-b715-461d-b2b6-968741411c70,Cartilage Length,Cartilage Length,Image,Line,505.32,607.47,,69.69
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,ec117d58-cb89-4f7e-8440-7c58260e8dc1,Adipocytes,Adipocytes,Image,Points,423791.3,594353.8,76,
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,128edc41-7665-4e4a-9b2e-2d46c0c4c358,Regenerated Length,Regenerated Length,Image,Polyline,375700.1,661487.6,,905830.2
957162-1_19.jpg,957162-1,19,59eb90d7-8ba3-495f-a713-6ad5945a1bea,Cartilage Length,Cartilage Length,Image,Polyline,420.58,1564.5,,71.57
1001363-2_16.jpg,1001363-2,16,844f5685-20f3-4ef1-88d9-16bd12fc14c5,Cartilage Length,Cartilage Length,Image,Polyline,604.68,731.95,,72.36
1001363-2_16.jpg,1001363-2,16,bc8ffff2-a6cf-495c-909c-47eea3052a62,Cartilage Length,Cartilage Length,Image,Line,685.44,1223.8,,72.53
957162-1_13.jpg,957162-1,13,21b20810-4977-4517-af17-5bb4acf24c55,Cartilage Length,Cartilage Length,Image,Polyline,616.43,1480.5,,72.56
927693-1_16.jpg,927693-1,16,437ad574-30ac-40eb-8166-30e48b36c02f,Cartilage Length,Cartilage Length,Image,Line,610.48,687.88,,72.79
